交易序號,信用卡ID,客戶ID,刷卡日期,刷卡產品產業分類,刷卡類型,刷卡金額,刷卡地點
1632,12193,10121,1/6/11,08_精品,一般消費,1984,國內
1640,12989,3044,1/6/11,06_公用事業,一般消費,10,國內
1644,13327,605,1/6/11,06_公用事業,一般消費,150,國內
1658,1563,4612,1/7/11,13_交通(含加值),一般消費,100,國內
1669,12193,10121,1/7/11,03_保險,一般消費,176,國內
1673,13320,4874,1/7/11,13_交通(含加值),一般消費,1300,國內
1676,14044,9125,1/7/11,16_無店舖,一般消費,780,國內
1689,1563,4612,1/10/11,13_交通(含加值),一般消費,100,國內
1694,6826,13687,1/10/11,10_藥妝,一般消費,295,國內
1700,9387,16756,1/10/11,10_藥妝,一般消費,99,國外
1710,9691,9209,1/10/11,11_3C居家電信,一般消費,434,國內
1711,10102,6256,1/10/11,12_量販超市,一般消費,718,國內
1712,10102,6256,1/10/11,12_量販超市,一般消費,1297,國內
1715,10646,19639,1/10/11,13_交通(含加值),一般消費,1339,國內
1716,10740,17190,1/10/11,10_藥妝,一般消費,280,國內
1717,10740,17190,1/10/11,10_藥妝,一般消費,440,國內
1718,11167,14466,1/10/11,12_量販超市,一般消費,174,國內
1719,11167,14466,1/10/11,12_量販超市,一般消費,506,國內
1726,11921,17157,1/10/11,13_交通(含加值),一般消費,829,國內
1736,12754,3405,1/10/11,12_量販超市,一般消費,1523,國內
1737,12754,3405,1/10/11,12_量販超市,一般消費,2572,國內
1744,12989,3044,1/10/11,06_公用事業,一般消費,10,國內
1745,12989,3044,1/10/11,06_公用事業,一般消費,10,國內
1746,12989,3044,1/10/11,06_公用事業,一般消費,20,國內
1747,12989,3044,1/10/11,06_公用事業,一般消費,20,國內
1748,12989,3044,1/10/11,06_公用事業,一般消費,20,國內
1749,12989,3044,1/10/11,06_公用事業,一般消費,40,國內
1752,13327,605,1/10/11,06_公用事業,一般消費,10,國內
1754,13513,9125,1/10/11,11_3C居家電信,一般消費,462,國內
1761,14411,1314,1/10/11,16_無店舖,一般消費,120,國內
1762,15130,5978,1/10/11,13_交通(含加值),一般消費,75,國內
1763,15180,920,1/10/11,13_交通(含加值),一般消費,2509,國內
1774,17495,13863,1/10/11,11_3C居家電信,一般消費,1369,國內
1782,1472,5963,1/11/11,13_交通(含加值),一般消費,125,國內
1783,1472,5963,1/11/11,X2.中信錢加值,一般消費,500,國內
1794,10740,17190,1/11/11,08_精品,一般消費,1458,國內
1801,12989,3044,1/11/11,06_公用事業,一般消費,10,國內
1802,12989,3044,1/11/11,06_公用事業,一般消費,20,國內
1803,13327,605,1/11/11,06_公用事業,一般消費,20,國內
1804,13327,605,1/11/11,06_公用事業,一般消費,180,國內
1818,17495,13863,1/11/11,08_精品,一般消費,2400,國內
1824,6448,15195,1/12/11,09_餐飲,一般消費,14600,國內
1825,6826,13687,1/12/11,12_量販超市,一般消費,2555,國內
1842,10740,17190,1/12/11,12_量販超市,一般消費,248,國內
1843,10740,17190,1/12/11,12_量販超市,一般消費,459,國內
1844,11167,14466,1/12/11,12_量販超市,一般消費,793,國內
1851,11774,8032,1/12/11,13_交通(含加值),一般消費,1368,國內
1855,12077,6118,1/12/11,13_交通(含加值),一般消費,1660,國內
1864,12989,3044,1/12/11,06_公用事業,一般消費,10,國內
1867,13327,605,1/12/11,06_公用事業,一般消費,20,國內
1868,13327,605,1/12/11,06_公用事業,一般消費,80,國內
1869,13327,605,1/12/11,06_公用事業,一般消費,90,國內
1870,13327,605,1/12/11,06_公用事業,一般消費,100,國內
1895,18174,1747,1/12/11,03_保險,一般消費,1197,國內
1909,1472,5963,1/13/11,X2.中信錢加值,一般消費,500,國內
1913,6619,19859,1/13/11,03_保險,一般消費,5530,國內
1914,6619,19859,1/13/11,03_保險,一般消費,5852,國內
1915,6826,13687,1/13/11,08_精品,一般消費,7012,國內
1922,10102,6256,1/13/11,06_公用事業,一般消費,465,國內
1923,10205,13546,1/13/11,12_量販超市,一般消費,1536,國內
1932,14229,4210,1/13/11,12_量販超市,一般消費,1855,國內
1940,17495,13863,1/13/11,09_餐飲,一般消費,600,國內
1941,17495,13863,1/13/11,14_旅遊,一般消費,7200,國內
1946,1563,4612,1/14/11,13_交通(含加值),一般消費,100,國內
1951,10745,106,1/14/11,13_交通(含加值),一般消費,500,國內
1967,12797,19483,1/14/11,14_旅遊,一般消費,13574,國內
1976,15130,5978,1/14/11,13_交通(含加值),一般消費,105,國內
1977,15180,920,1/14/11,13_交通(含加值),一般消費,2421,國內
1992,41,2027,1/17/11,12_量販超市,一般消費,4564,國內
1995,1472,5963,1/17/11,13_交通(含加值),一般消費,170,國內
1996,1563,4612,1/17/11,13_交通(含加值),一般消費,95,國內
2001,6448,15195,1/17/11,14_旅遊,一般消費,4720,國內
2003,7582,13546,1/17/11,02_學費/教育,一般消費,6744,國外
2004,7727,13196,1/17/11,15_休閒文化,一般消費,75965,國內
2005,7816,4874,1/17/11,07_百貨,一般消費,963,國內
2006,7816,4874,1/17/11,07_百貨,一般消費,1000,國內
2007,7816,4874,1/17/11,07_百貨,一般消費,2990,國內
2011,8905,89,1/17/11,13_交通(含加值),一般消費,1550,國內
2014,9255,6527,1/17/11,10_藥妝,一般消費,218,國內
2022,10740,17190,1/17/11,03_保險,一般消費,8714,國外
2024,10976,2955,1/17/11,13_交通(含加值),一般消費,1634,國內
2037,12077,6118,1/17/11,10_藥妝,一般消費,550,國內
2045,12754,3405,1/17/11,13_交通(含加值),一般消費,772,國內
2047,12989,3044,1/17/11,06_公用事業,一般消費,10,國內
2048,12989,3044,1/17/11,06_公用事業,一般消費,10,國內
2049,12989,3044,1/17/11,06_公用事業,一般消費,20,國內
2050,12989,3044,1/17/11,06_公用事業,一般消費,20,國內
2051,12989,3044,1/17/11,06_公用事業,一般消費,30,國內
2052,12989,3044,1/17/11,06_公用事業,一般消費,40,國內
2056,13327,605,1/17/11,06_公用事業,一般消費,15,國內
2073,15180,920,1/17/11,13_交通(含加值),一般消費,113,國內
2074,15180,920,1/17/11,13_交通(含加值),一般消費,866,國內
2075,15180,920,1/17/11,13_交通(含加值),一般消費,5760,國內
2084,17286,17586,1/17/11,10_藥妝,一般消費,481,國內
2095,8485,773,1/18/11,13_交通(含加值),一般消費,1700,國內
2106,10646,19639,1/18/11,13_交通(含加值),一般消費,1387,國內
2121,12989,3044,1/18/11,06_公用事業,一般消費,10,國內
2122,12989,3044,1/18/11,06_公用事業,一般消費,20,國內
2123,13013,16697,1/18/11,14_旅遊,一般消費,45897,國內
2127,14636,13687,1/18/11,13_交通(含加值),一般消費,1000,國內
2134,17286,17586,1/18/11,07_百貨,一般消費,300,國內
2135,17286,17586,1/18/11,07_百貨,一般消費,390,國內
2136,17286,17586,1/18/11,07_百貨,一般消費,399,國內
2137,17286,17586,1/18/11,X2.中信錢加值,一般消費,500,國內
2147,6448,15195,1/19/11,14_旅遊,一般消費,1683,國內
2148,6826,13687,1/19/11,12_量販超市,一般消費,1411,國內
2149,6826,13687,1/19/11,13_交通(含加值),一般消費,1490,國內
2154,7816,4874,1/19/11,07_百貨,一般消費,490,國內
2155,7816,4874,1/19/11,07_百貨,一般消費,872,國內
2156,7816,4874,1/19/11,07_百貨,一般消費,1526,國內
2157,7816,4874,1/19/11,07_百貨,一般消費,1590,國內
2158,7816,4874,1/19/11,07_百貨,一般消費,3500,國內
2160,8485,773,1/19/11,08_精品,一般消費,2460,國內
2162,11167,14466,1/19/11,12_量販超市,一般消費,1315,國內
2163,11167,14466,1/19/11,14_旅遊,一般消費,56800,國內
2170,11921,17157,1/19/11,08_精品,一般消費,680,國內
2176,12797,19483,1/19/11,08_精品,一般消費,3160,國內
2183,12989,3044,1/19/11,06_公用事業,一般消費,20,國內
2184,12989,3044,1/19/11,06_公用事業,一般消費,20,國內
2185,13013,16697,1/19/11,13_交通(含加值),一般消費,500,國內
2186,13013,16697,1/19/11,12_量販超市,一般消費,5780,國內
2188,13327,605,1/19/11,06_公用事業,一般消費,10,國內
2189,13327,605,1/19/11,06_公用事業,一般消費,20,國內
2195,14636,13687,1/19/11,13_交通(含加值),一般消費,1490,國內
2196,15180,920,1/19/11,13_交通(含加值),一般消費,38641,國內
2200,16097,8927,1/19/11,12_量販超市,一般消費,3050,國內
2202,17286,17586,1/19/11,10_藥妝,一般消費,178,國內
2203,17286,17586,1/19/11,10_藥妝,一般消費,1286,國內
2216,1431,5287,1/20/11,07_百貨,一般消費,95,國內
2217,1563,4612,1/20/11,13_交通(含加值),一般消費,113,國內
2218,6448,15195,1/20/11,08_精品,一般消費,1610,國內
2221,7582,13546,1/20/11,13_交通(含加值),一般消費,156,國內
2237,15130,5978,1/20/11,13_交通(含加值),一般消費,1299,國內
2245,17286,17586,1/20/11,X2.中信錢加值,一般消費,500,國內
2246,17286,17586,1/20/11,13_交通(含加值),一般消費,500,國內
2247,17286,17586,1/20/11,16_無店舖,一般消費,1036,國內
2266,11921,17157,1/21/11,13_交通(含加值),一般消費,899,國內
2267,12077,6118,1/21/11,13_交通(含加值),一般消費,1810,國內
2279,14229,4210,1/21/11,12_量販超市,一般消費,563,國內
2289,18653,9051,1/21/11,12_量販超市,一般消費,3135,國內
2290,41,2027,1/24/11,06_公用事業,一般消費,15,國內
2298,6826,13687,1/24/11,10_藥妝,一般消費,527,國內
2315,11130,19504,1/24/11,09_餐飲,一般消費,413,國內
2316,11130,19504,1/24/11,09_餐飲,一般消費,674,國內
2317,11130,19504,1/24/11,07_百貨,一般消費,1000,國內
2318,11130,19504,1/24/11,07_百貨,一般消費,2000,國內
2321,11774,8032,1/24/11,13_交通(含加值),一般消費,1396,國內
2323,11921,17157,1/24/11,13_交通(含加值),一般消費,1399,國內
2326,12193,10121,1/24/11,03_保險,一般消費,826,國內
2327,12193,10121,1/24/11,03_保險,一般消費,1404,國內
2339,12989,3044,1/24/11,06_公用事業,一般消費,10,國內
2340,12989,3044,1/24/11,06_公用事業,一般消費,10,國內
2341,12989,3044,1/24/11,06_公用事業,一般消費,10,國內
2342,12989,3044,1/24/11,06_公用事業,一般消費,20,國內
2343,12989,3044,1/24/11,06_公用事業,一般消費,20,國內
2344,12989,3044,1/24/11,12_量販超市,一般消費,89,國內
2345,12989,3044,1/24/11,12_量販超市,一般消費,32999,國內
2347,13174,9988,1/24/11,12_量販超市,一般消費,2770,國內
2348,13327,605,1/24/11,06_公用事業,一般消費,10,國內
2349,13327,605,1/24/11,06_公用事業,一般消費,20,國內
2350,13327,605,1/24/11,06_公用事業,一般消費,25,國內
2351,13327,605,1/24/11,06_公用事業,一般消費,30,國內
2352,13327,605,1/24/11,06_公用事業,一般消費,30,國內
2353,13327,605,1/24/11,06_公用事業,一般消費,40,國內
2354,13327,605,1/24/11,06_公用事業,一般消費,45,國內
2355,13327,605,1/24/11,06_公用事業,一般消費,70,國內
2356,13327,605,1/24/11,06_公用事業,一般消費,160,國內
2357,13327,605,1/24/11,12_量販超市,一般消費,6415,國內
2366,14438,4819,1/24/11,13_交通(含加值),一般消費,600,國內
2373,15130,5978,1/24/11,13_交通(含加值),一般消費,129,國內
2374,15130,5978,1/24/11,15_休閒文化,一般消費,230,國內
2384,17286,17586,1/24/11,15_休閒文化,一般消費,338,國內
2385,17286,17586,1/24/11,07_百貨,一般消費,399,國內
2386,17286,17586,1/24/11,13_交通(含加值),一般消費,500,國內
2387,17286,17586,1/24/11,11_3C居家電信,一般消費,600,國內
2388,17681,7327,1/24/11,12_量販超市,一般消費,4219,國內
2391,18174,1747,1/24/11,03_保險,一般消費,1008,國內
2399,7727,13196,1/25/11,07_百貨,一般消費,6120,國內
2408,9625,4028,1/25/11,11_3C居家電信,一般消費,107,國內
2415,10740,17190,1/25/11,11_3C居家電信,一般消費,16,國內
2416,10740,17190,1/25/11,11_3C居家電信,一般消費,213,國內
2427,12754,3405,1/25/11,13_交通(含加值),一般消費,863,國內
2428,12989,3044,1/25/11,06_公用事業,一般消費,10,國內
2429,12989,3044,1/25/11,06_公用事業,一般消費,20,國內
2440,13579,13802,1/25/11,13_交通(含加值),一般消費,1200,國內
2442,14636,13687,1/25/11,11_3C居家電信,一般消費,128,國內
2451,16097,8927,1/25/11,12_量販超市,一般消費,2411,國內
2457,17286,17586,1/25/11,X2.中信錢加值,一般消費,500,國內
2458,17286,17586,1/25/11,07_百貨,一般消費,1330,國內
2459,17495,13863,1/25/11,11_3C居家電信,一般消費,2003,國內
2463,814,7437,1/26/11,11_3C居家電信,一般消費,623,國內
2469,6826,13687,1/26/11,12_量販超市,一般消費,1540,國內
2470,6826,13687,1/26/11,15_休閒文化,一般消費,2980,國內
2471,6826,13687,1/26/11,02_學費/教育,一般消費,3600,國內
2475,7819,5425,1/26/11,14_旅遊,一般消費,1088,國內
2484,10102,6256,1/26/11,06_公用事業,一般消費,122,國內
2488,10646,19639,1/26/11,13_交通(含加值),一般消費,927,國內
2489,10976,2955,1/26/11,13_交通(含加值),一般消費,1526,國內
2506,12989,3044,1/26/11,06_公用事業,一般消費,30,國內
2513,13327,605,1/26/11,06_公用事業,一般消費,40,國內
2514,13327,605,1/26/11,06_公用事業,一般消費,120,國內
2521,14229,4210,1/26/11,12_量販超市,一般消費,1115,國內
2523,14318,19859,1/26/11,12_量販超市,一般消費,296,國內
2524,14318,19859,1/26/11,12_量販超市,一般消費,320,國內
2525,14554,89,1/26/11,12_量販超市,一般消費,893,國內
2526,14554,89,1/26/11,13_交通(含加值),一般消費,1620,國內
2530,14636,13687,1/26/11,16_無店舖,一般消費,5360,國內
2532,15130,5978,1/26/11,14_旅遊,一般消費,200,國內
2541,17286,17586,1/26/11,09_餐飲,一般消費,366,國內
2542,17286,17586,1/26/11,13_交通(含加值),一般消費,500,國內
2543,17286,17586,1/26/11,12_量販超市,一般消費,654,國內
2559,7819,5425,1/27/11,14_旅遊,一般消費,4661,國內
2572,12797,19483,1/27/11,08_精品,一般消費,1664,國內
2573,12989,3044,1/27/11,06_公用事業,一般消費,10,國內
2578,13327,605,1/27/11,06_公用事業,一般消費,15,國內
2585,17286,17586,1/27/11,13_交通(含加值),一般消費,500,國內
2599,7582,13546,1/28/11,03_保險,一般消費,692,國內
2600,7582,13546,1/28/11,03_保險,一般消費,1386,國內
2601,7582,13546,1/28/11,03_保險,一般消費,1837,國內
2606,10745,106,1/28/11,10_藥妝,一般消費,310,國內
2607,10745,106,1/28/11,13_交通(含加值),一般消費,500,國內
2618,14636,13687,1/28/11,13_交通(含加值),一般消費,1000,國內
2619,15130,5978,1/28/11,11_3C居家電信,一般消費,3688,國內
2622,17286,17586,1/28/11,07_百貨,一般消費,232,國內
2623,17286,17586,1/28/11,07_百貨,一般消費,319,國內
2624,17286,17586,1/28/11,09_餐飲,一般消費,850,國內
2625,17286,17586,1/28/11,07_百貨,一般消費,980,國內
2626,17286,17586,1/28/11,07_百貨,一般消費,2950,國內
2627,18653,9051,1/28/11,10_藥妝,一般消費,990,國內
2628,18653,9051,1/28/11,11_3C居家電信,一般消費,5435,國內
2629,41,2027,1/31/11,06_公用事業,一般消費,40,國內
2633,1431,5287,1/31/11,X2.中信錢加值,一般消費,500,國內
2634,1563,4612,1/31/11,13_交通(含加值),一般消費,103,國內
2638,6847,5287,1/31/11,12_量販超市,一般消費,228,國內
2639,6847,5287,1/31/11,09_餐飲,一般消費,780,國內
2641,7727,13196,1/31/11,08_精品,一般消費,8600,國內
2648,9255,6527,1/31/11,13_交通(含加值),一般消費,570,國內
2651,10646,19639,1/31/11,07_百貨,一般消費,397,國內
2652,10976,2955,1/31/11,13_交通(含加值),一般消費,500,國內
2666,12596,4493,1/31/11,13_交通(含加值),一般消費,1437,國內
2671,12989,3044,1/31/11,06_公用事業,一般消費,10,國內
2672,12989,3044,1/31/11,06_公用事業,一般消費,10,國內
2673,12989,3044,1/31/11,06_公用事業,一般消費,20,國內
2674,12989,3044,1/31/11,06_公用事業,一般消費,20,國內
2675,12989,3044,1/31/11,06_公用事業,一般消費,40,國內
2676,13013,16697,1/31/11,12_量販超市,一般消費,318,國內
2677,13013,16697,1/31/11,08_精品,一般消費,3382,國內
2678,13013,16697,1/31/11,07_百貨,一般消費,3590,國內
2679,13320,4874,1/31/11,13_交通(含加值),一般消費,1331,國內
2680,13327,605,1/31/11,06_公用事業,一般消費,10,國內
2681,13327,605,1/31/11,06_公用事業,一般消費,15,國內
2682,13327,605,1/31/11,06_公用事業,一般消費,50,國內
2683,13327,605,1/31/11,06_公用事業,一般消費,75,國內
2684,13327,605,1/31/11,06_公用事業,一般消費,80,國內
2685,13327,605,1/31/11,06_公用事業,一般消費,120,國內
2699,15130,5978,1/31/11,13_交通(含加值),一般消費,87,國內
2718,17286,17586,1/31/11,X2.中信錢加值,一般消費,500,國內
2719,17286,17586,1/31/11,12_量販超市,一般消費,1898,國內
2726,18653,9051,1/31/11,11_3C居家電信,一般消費,1895,國內
2730,6448,15195,2/1/11,15_休閒文化,一般消費,720,國內
2731,6826,13687,2/1/11,07_百貨,一般消費,1500,國內
2732,6826,13687,2/1/11,07_百貨,一般消費,1890,國內
